Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Govind Rao Sawant,M,24,171,60,India,IND,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Silver
Aljona Sawtchenko,F,26,153,48,Germany-1,GER,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Mixed Pairs,Bronze
Aljona Sawtchenko,F,30,153,48,Germany-1,GER,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,Bronze
Saynjargalyn Nyam-Ochir,M,26,174,73,Mongolia,MGL,2012 Summer,2012,Summer,London,Judo,Judo Men's Lightweight,Bronze
John Anthony Sayre,M,24,193,88,United States,USA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Gold
Adam Khamidovich Saytiyev,M,22,178,80,Russia,RUS,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
Buvaysar Khamidovich Saytiyev,M,21,180,74,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
Buvaysar Khamidovich Saytiyev,M,29,180,74,Russia,RUS,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
Buvaysar Khamidovich Saytiyev,M,33,180,74,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
"Nataliya Vyacheslavovna ""Natasha"" Sazanovich",F,22,178,70,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Heptathlon,Silver
"Nataliya Vyacheslavovna ""Natasha"" Sazanovich",F,27,178,70,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Heptathlon,Bronze
Sazhid Khalilrakhimovich Sazhidov,M,24,176,84,Russia,RUS,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
Per Albert Stersdal,M,28,181,79,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Quadruple Sculls,Silver
Lasse Stre,M,27,182,85,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze
Herdis Birgitte Sttem (-Jomaas),F,22,178,70,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
"Mohamed Karim ""Moe"" Sbihi",M,24,202,110,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze
"Mohamed Karim ""Moe"" Sbihi",M,28,202,110,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Gold
Antonio Massimiliano Scaduto,M,30,193,93,Italy,ITA,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
Giovanni Scalzo,M,21,180,77,Italy,ITA,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Silver
Giovanni Scalzo,M,25,180,77,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Gold
Giovanni Scalzo,M,29,180,77,Italy,ITA,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Individual",Bronze
Giovanni Scalzo,M,29,180,77,Italy,ITA,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",Bronze
Angelo Scalzone,M,41,177,92,Italy,ITA,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Trap,Gold
"Susannah ""Susie"" Scanlan",F,22,170,58,United States,USA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's epee, Team",Bronze
James Scanlon,M,20,181,70,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Ylenia Scapin,F,21,166,70,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Half-Heavyweight,Bronze
Ylenia Scapin,F,25,166,70,Italy,ITA,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Middleweight,Bronze
Luigi Scarabello,M,20,172,74,Italy,ITA,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Gold
"Edward Richard ""Eddie"" Scarf",M,23,180,99,Australia,AUS,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
Roxana Mariana Scarlat,F,21,170,54,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Team",Silver
Alexander Frederick Yorke Scarlett,M,25,196,98,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
Milton Antonio Scaron Falero,M,20,185,80,Uruguay,URU,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,Bronze
Hctor Pedro Scarone Beretta,M,25,173,74,Uruguay,URU,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Gold
Hctor Pedro Scarone Beretta,M,29,173,74,Uruguay,URU,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Gold
"Mariela Carla ""Maru"" Scarone",F,25,163,60,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
Daniele Scarpa,M,32,191,94,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
Daniele Scarpa,M,32,191,94,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Bedich erban,M,27,171,80,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Viktors erbatihs,M,29,181,145,Latvia,LAT,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
Viktors erbatihs,M,33,181,145,Latvia,LAT,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
Andreas Schaad,M,22,175,65,Switzerland,SUI,1988 Winter,1988,Winter,Calgary,Nordic Combined,Nordic Combined Men's Team,Silver
Andreas Schaad,M,28,175,65,Switzerland,SUI,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Team,Bronze
Franz Schachner,M,25,176,83,Austria-1,AUT,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,Bronze
Hartmut Schade,M,21,180,77,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Gold
Herbert Otto Emanuel Schade,M,30,179,65,Germany,GER,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 5,000 metres",Bronze
Wendy Lynn Schaeffer,F,21,167,60,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Jan Schfer,M,25,194,85,Germany,GER,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Frank Schaffer,M,21,188,80,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,Bronze
Frank Schaffer,M,21,188,80,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Johanna Schaller-Klier,F,23,176,70,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres Hurdles,Gold
Johanna Schaller-Klier,F,27,176,70,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 100 metres Hurdles,Silver
Arlie Alfred Schardt,M,24,173,64,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Gold
Erich Schrer,M,29,173,82,Switzerland-1,SUI,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Two,Bronze
Erich Schrer,M,29,173,82,Switzerland-2,SUI,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,Silver
Erich Schrer,M,33,173,82,Switzerland-2,SUI,1980 Winter,1980,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Two,Gold
Erich Schrer,M,33,173,82,Switzerland-1,SUI,1980 Winter,1980,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,Silver
"Wilhelm ""Willy"" Schrer",M,20,182,69,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",Silver
Justus Scharowsky,M,23,180,78,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
Samuel Schatzmann,M,32,177,78,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
Martin Schaudt,M,37,185,77,Germany,GER,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Martin Schaudt,M,45,185,77,Germany,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Dietmar Schauerhammer,M,28,188,89,East Germany-2,GDR,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,Gold
Dietmar Schauerhammer,M,28,188,89,East Germany-1,GDR,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Four,Gold
Dietmar Schauerhammer,M,32,188,89,East Germany-1,GDR,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Four,Silver
Molly Patricia Schaus,F,21,175,71,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Molly Patricia Schaus,F,25,175,71,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Sophie Celina Scheder,F,19,167,56,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
Maartje Trijntje Scheepstra,F,24,157,57,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Silver
Christine Scheiblich (-Hahn),F,21,172,68,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Single Sculls,Gold
Wolfgang Scheidel,M,28,183,90,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Luge,Luge Men's Singles,Gold
Robert Scheidt,M,23,188,76,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed One Person Dinghy,Gold
Robert Scheidt,M,27,188,76,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,Silver
Robert Scheidt,M,31,188,76,Brazil,BRA,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed One Person Dinghy,Gold
Robert Scheidt,M,35,188,76,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Keelboat,Silver
Robert Scheidt,M,39,188,76,Brazil,BRA,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Keelboat,Bronze
"Charlotta Eva ""Lotta"" Schelin",F,32,179,64,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
Ute Schell-Wagner-Stange,F,22,180,80,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Gold
Ute Schell-Wagner-Stange,F,26,180,80,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Bronze
Anne Schellekens,F,26,163,48,Netherlands,NED,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze
Imke Anne Marian Schellekens-Bartels,F,31,178,61,Sunrise,NED,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
Tobias Schellenberg,M,25,176,72,Germany,GER,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Synchronized Springboard,Silver
Florence Schelling,F,24,174,65,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
"Norbert ""Norb"" Schemansky",M,24,181,105.5,United States,USA,1948 Summer,1948,Summer,London,Weightlifting,Weightlifting Men's Heavyweight,Silver
"Norbert ""Norb"" Schemansky",M,28,181,105.5,United States,USA,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
"Norbert ""Norb"" Schemansky",M,36,181,105.5,United States,USA,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Heavyweight,Bronze
"Norbert ""Norb"" Schemansky",M,40,181,105.5,United States,USA,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Heavyweight,Bronze
Simon Schempp,M,25,178,68,Germany,GER,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
"Adrie ""Ard"" Schenk",M,23,190,90,Netherlands,NED,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 1,500 metres",Silver
"Adrie ""Ard"" Schenk",M,27,190,90,Netherlands,NED,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
"Adrie ""Ard"" Schenk",M,27,190,90,Netherlands,NED,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Men's 5,000 metres",Gold
"Adrie ""Ard"" Schenk",M,27,190,90,Netherlands,NED,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
Christian Schenk,M,23,200,93,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,Gold
Franziska Michaela Schenk,F,19,173,67,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Women's 500 metres,Bronze
Pavel Schenk,M,23,198,88,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Silver
Pavel Schenk,M,27,198,88,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,Bronze
Frank Schepke,M,25,198,95,Germany,GER,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Gold
Kraft Schepke,M,26,190,89,Germany,GER,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Gold
Markus Scherer,M,22,156,52,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
"Fernando ""Xuxa"" de Queiroz Scherer",M,21,193,85,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,Bronze
"Fernando ""Xuxa"" de Queiroz Scherer",M,25,193,85,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
"William Harold ""Bill"" Scherr",M,27,183,100,United States,USA,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
Francis Schewetta,M,28,180,72,France,FRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Angelo Schiavio,M,22,178,69,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Bronze
Bettina Schieferdecker,F,20,164,53,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze
"Nathan John ""Nate"" Schierholtz",M,24,188,98,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
Ren Charles Schiermeyer,M,21,179,73,France,FRA,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
Andreas Schifferer,M,27,178,92,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Super G,Bronze
Marlies Schild (-Raich),F,24,172,66,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze
Marlies Schild (-Raich),F,24,172,66,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Combined,Silver
Marlies Schild (-Raich),F,28,172,66,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
Marlies Schild (-Raich),F,32,172,66,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
Martina Schild,F,24,170,67,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,Silver
Gerhard Schiller,M,23,179,65,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Stephanie Schiller,F,22,182,75,Germany,GER,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze
Maurice Auguste Schills,M,20,188,83,France,FRA,1908 Summer,1908,Summer,London,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
Maurice Auguste Schills,M,20,188,83,France,FRA,1908 Summer,1908,Summer,London,Cycling,"Cycling Men's 5,000 metres",Silver
Lorenz Schindelholz,M,25,183,83,Switzerland-1,SUI,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,Bronze
"Jessicah Lee ""Jess"" Schipper",F,17,170,60,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"Jessicah Lee ""Jess"" Schipper",F,21,170,60,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,Bronze
"Jessicah Lee ""Jess"" Schipper",F,21,170,60,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,Bronze
"Jessicah Lee ""Jess"" Schipper",F,21,170,60,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Dafne Schippers,F,24,179,70,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Silver
Claus Schiprowski,M,25,177,69,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,Silver
Mette Schjoldager (-Truedsson),F,27,168,61,Denmark-2,DEN,2004 Summer,2004,Summer,Athina,Badminton,Badminton Mixed Doubles,Bronze
Evelin Schlaak-Jahl (-Herberg),F,20,183,90,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Discus Throw,Gold
Evelin Schlaak-Jahl (-Herberg),F,24,183,90,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Discus Throw,Gold
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,21,176,65,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,21,176,65,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25,176,65,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25,176,65,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25,176,65,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Gert Jan Schlatmann,M,24,178,74,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Bronze
"Bradley Wilfred ""Brad"" Schlegel",M,23,177,85,Canada,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
"Bradley Wilfred ""Brad"" Schlegel",M,25,177,85,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Anne Kathryn Schleper,F,24,178,77,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
"Gabriela ""Gaby"" Schley-Schwe",F,20,165,59,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Silver
Svenja Schlicht,F,17,185,67,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Peter Schlickenrieder,M,31,172,69,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's Sprint,Silver
Christian Schliemann,M,26,180,75,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Silver
Gregor Schlierenzauer,M,20,182,64,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
Gregor Schlierenzauer,M,20,182,64,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze
Gregor Schlierenzauer,M,20,182,64,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
Gregor Schlierenzauer,M,24,182,64,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
Alois Schloder,M,28,183,80,West Germany,FRG,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Karin Schlter,F,35,167,51,West Germany,FRG,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
Andreas Schltter,M,29,185,75,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
Andreas Schltter,M,33,185,75,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Jrg Schmall,M,33,175,66,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Multihull,Bronze
Richarda Schmeier (-Hartmann),F,18,158,46,East Germany,GDR,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,Silver
Karsten Schmeling,M,26,196,91,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Fours,Gold
Lauren Schmetterling,F,28,180,77,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
Bernard Jules Robert Schmetz,M,24,189,92,France,FRA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Silver
Bernard Jules Robert Schmetz,M,28,189,92,France,FRA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Gold
Bernard Jules Robert Schmetz,M,32,189,92,France,FRA,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Team",Bronze
Harald Schmid,M,18,187,82,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Harald Schmid,M,26,187,82,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,Bronze
"Adelheid ""Heidi"" Schmid (-Grundmann)",F,21,166,63,Germany,GER,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Individual",Gold
"Adelheid ""Heidi"" Schmid (-Grundmann)",F,25,166,63,Germany,GER,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",Bronze
Kurt Schmid,M,20,190,85,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxless Pairs,Bronze
Manfred Schmid,M,23,180,87,Austria,AUT,1968 Winter,1968,Winter,Grenoble,Luge,Luge Men's Singles,Gold
Manfred Schmid,M,23,180,87,Austria-1,AUT,1968 Winter,1968,Winter,Grenoble,Luge,Luge Mixed (Men)'s Doubles,Silver
"Michael ""Mike"" Schmid",M,25,193,96,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,Gold
Rudolf Schmid,M,24,183,83,Austria-1,AUT,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,Bronze
"Susanne Leonie ""Susi"" Schmid (-Brundert)",F,23,170,64,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Silver
Sven Attila Schmid,M,26,188,83,Germany,GER,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's epee, Team",Bronze
